user_id,total_votes,unique_days,first_vote,last_vote,active_days,cohort_day,retention_day8,ret_group,ret_group_over,ret_group_under,gender,group_id,school_id,grade,total_votes_received,opposite_votes_received,opposite_vote_ratio,same_gender_votes_received
850718,174,7,2023-04-29,2023-05-06,7,2023-04-29,0.5151515151515151,50 이상,50 이상,,M,3947.0,271.0,2.0,162,59,0.36419753086419754,103
850719,154,7,2023-04-29,2023-05-06,7,2023-04-29,0.5151515151515151,50 이상,50 이상,,M,3947.0,271.0,2.0,193,57,0.29533678756476683,136
850728,370,12,2023-04-29,2023-05-22,23,2023-04-29,0.5151515151515151,50 이상,50 이상,,M,3942.0,271.0,2.0,193,47,0.24352331606217617,146
850736,269,7,2023-04-29,2023-05-06,7,2023-04-29,0.5151515151515151,50 이상,50 이상,,F,757.0,271.0,2.0,186,38,0.20430107526881722,148
850737,79,8,2023-04-29,2023-05-09,10,2023-04-29,0.5151515151515151,50 이상,50 이상,,M,603.0,271.0,2.0,62,11,0.1774193548387097,51
850755,44,5,2023-04-29,2023-05-10,11,2023-04-29,0.5151515151515151,50 이상,50 이상,,M,356.0,271.0,2.0,70,30,0.42857142857142855,40
850761,696,9,2023-04-29,2023-05-07,8,2023-04-29,0.5151515151515151,50 이상,50 이상,,F,3944.0,271.0,2.0,365,109,0.29863013698630136,256
850774,206,9,2023-04-29,2023-05-08,9,2023-04-29,0.5151515151515151,50 이상,50 이상,,F,4296.0,271.0,1.0,457,87,0.19037199124726478,370
850811,50,6,2023-04-29,2023-05-05,6,2023-04-29,0.5151515151515151,50 이상,50 이상,,F,3950.0,271.0,2.0,114,13,0.11403508771929824,101
850832,1,1,2023-05-07,2023-05-07,0,2023-05-07,0.3904761904761905,50 미만,,50 미만,F,4321.0,271.0,1.0,65,19,0.2923076923076923,46
850866,135,7,2023-04-29,2023-05-09,10,2023-04-29,0.5151515151515151,50 이상,50 이상,,M,356.0,271.0,2.0,605,210,0.34710743801652894,395
850870,35,5,2023-04-29,2023-05-06,7,2023-04-29,0.5151515151515151,50 이상,50 이상,,F,3946.0,271.0,2.0,187,69,0.3689839572192513,118
850878,588,22,2023-04-29,2023-05-22,23,2023-04-29,0.5151515151515151,50 이상,50 이상,,F,3939.0,271.0,2.0,214,48,0.22429906542056074,166
850903,67,6,2023-04-29,2023-05-07,8,2023-04-29,0.5151515151515151,50 이상,50 이상,,F,3942.0,271.0,2.0,172,44,0.2558139534883721,128
